customer_id,customer_name,recency,frequency,monetary,churn,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Code,Customer_Segment,Recency_Group,Frequency_Group,Monetary_Group
6538,Kathryn Watkins,38,8,18745,1,5,5,4,14,554,Champions,31-60 Days,6-10 Purchases,High
6543,Douglas Scott,490,6,18006,1,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
6572,John Herrera,45,8,18243,1,5,5,4,14,554,Champions,31-60 Days,6-10 Purchases,High
6583,Natasha Hernandez,265,4,17485,1,2,2,4,8,224,Need Attention,181-365 Days,3-5 Purchases,High
6591,Kristy Terrell,304,9,29699,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
6604,Michael Landry,344,5,15565,1,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
6625,Jason Garcia,52,7,15749,1,5,4,4,13,544,Champions,31-60 Days,6-10 Purchases,High
6629,Brittany Simpson,222,10,23621,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
6650,Diamond Pitts,174,7,21524,1,3,4,5,12,345,Loyal Customers,91-180 Days,6-10 Purchases,Very High
6662,Andrea Sanchez,167,11,26035,1,3,5,5,13,355,Loyal Customers,91-180 Days,10+ Purchases,Very High
6665,Shawn Pena,887,5,15020,1,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
6668,John Jones,169,8,21094,1,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High
6671,Albert Rose,197,6,15995,1,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High
6679,Alyssa Anderson,605,6,15612,1,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
6693,Evelyn Sullivan,98,7,15052,1,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High
6705,Tonya Turner,145,7,24236,1,3,4,5,12,345,Loyal Customers,91-180 Days,6-10 Purchases,Very High
6707,David Leon,18,6,16984,1,5,4,4,13,544,Champions,0-30 Days,6-10 Purchases,High
6725,Louis Oneal,73,6,18315,1,4,4,4,12,444,Champions,61-90 Days,6-10 Purchases,High
6726,Brenda Roy,133,9,23097,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
6727,Richard Perez,162,7,19455,1,3,4,5,12,345,Loyal Customers,91-180 Days,6-10 Purchases,Very High
6738,Jacob Mcgee,64,10,29538,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High
6740,Regina Livingston,54,8,21252,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
6741,Matthew Flores,269,8,28063,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
6751,Meredith Park,424,4,16928,1,2,2,4,8,224,Need Attention,365+ Days,3-5 Purchases,High
6760,Kelly Miller,115,8,24669,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
6766,Anne Silva,309,8,19641,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
6784,Daniel Ramirez MD,328,4,15568,1,2,2,4,8,224,Need Attention,181-365 Days,3-5 Purchases,High
6786,Peter Williamson,14,12,42385,1,5,5,5,15,555,Champions,0-30 Days,10+ Purchases,Very High
6791,David Davis,322,5,15282,1,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
6794,Melissa Scott,61,5,16192,1,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High
6795,Shannon Williams,155,7,18820,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High
6806,Vanessa Snyder,5,8,19951,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
6817,Jaclyn Allen,243,9,27580,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
6839,Tina West,130,5,15995,1,4,3,4,11,434,Potential Loyalists,91-180 Days,3-5 Purchases,High
6841,Angelica Phelps,739,6,17561,1,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
6843,Tracy Clark,85,5,15870,1,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High
6852,Matthew Mccullough,134,7,17251,1,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High
6855,Mr. Donald Miller,239,10,25474,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
6857,Matthew Rivera,242,7,21441,1,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High
6893,Karen Jones,52,5,17277,1,5,3,4,12,534,Potential Loyalists,31-60 Days,3-5 Purchases,High
6897,Corey Miller,203,9,28435,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
6916,Ricky Bradley,200,5,17641,1,3,3,4,10,334,Need Attention,181-365 Days,3-5 Purchases,High
6932,Laura Smith,281,6,28199,1,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
6934,Marc Anderson,15,6,18138,1,5,4,4,13,544,Champions,0-30 Days,6-10 Purchases,High
6952,Jessica Allen,19,7,16727,1,5,4,4,13,544,Champions,0-30 Days,6-10 Purchases,High
6953,Michael Zamora,323,6,15298,1,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
6963,Connor Holmes,119,9,33358,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
6974,Lauren Santiago,55,8,24070,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
6993,Lori Townsend,11,7,15787,1,5,4,4,13,544,Champions,0-30 Days,6-10 Purchases,High
6996,Antonio Liu,19,6,15976,1,5,4,4,13,544,Champions,0-30 Days,6-10 Purchases,High
6999,Richard Stephens II,191,7,19424,1,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High
7009,Jennifer Wilkins,138,6,16479,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High
7021,Darren Little,21,6,18813,1,5,4,4,13,544,Champions,0-30 Days,6-10 Purchases,High
7022,Dr. Shannon Booth DVM,35,9,20266,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
7055,Jared Baker,80,6,17287,1,4,4,4,12,444,Champions,61-90 Days,6-10 Purchases,High
7068,Nicholas Burke,578,5,18082,1,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
7073,Sandra Shah,75,8,21429,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High
7102,Patricia Davis,347,9,29730,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
7127,John Burns,271,6,16835,1,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
7142,Katie Bowman,179,6,15890,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High
7156,Kyle Terry,524,6,17562,1,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
7194,Jacqueline Cline,12,10,24676,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
7215,Charles Williams,32,8,20070,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
7221,Joseph Pennington,344,4,15612,1,2,2,4,8,224,Need Attention,181-365 Days,3-5 Purchases,High
7239,Denise Parker,269,6,18819,1,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
7248,Thomas Meyer,128,7,17330,1,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High
7256,Eric Knapp,50,7,20893,1,5,4,5,14,545,Champions,31-60 Days,6-10 Purchases,Very High
7268,John Jensen,219,6,21585,1,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High
7280,Toni Gardner,104,4,16120,1,4,2,4,10,424,Potential Loyalists,91-180 Days,3-5 Purchases,High
7283,Rebecca Wheeler,25,8,16601,1,5,5,4,14,554,Champions,0-30 Days,6-10 Purchases,High
7289,Sharon Hayden,25,7,21621,1,5,4,5,14,545,Champions,0-30 Days,6-10 Purchases,Very High
7305,Stephanie Bryant,217,4,19231,1,3,2,4,9,324,Need Attention,181-365 Days,3-5 Purchases,High
7308,Mrs. Erica Rodriguez,120,9,27607,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
7323,Gabriella Smith,66,8,23442,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High
7333,Mary Miller,139,7,16180,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High
7334,Thomas Harrington,376,5,16260,1,2,3,4,9,234,At Risk,365+ Days,3-5 Purchases,High
7343,Peter Smith,211,7,22610,1,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High
7346,Tracy Hernandez,458,7,19475,1,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
7349,Peter Lee,76,9,25317,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High
7351,Mike Hays,25,5,17647,1,5,3,4,12,534,Potential Loyalists,0-30 Days,3-5 Purchases,High
7359,Jeffrey Marshall,652,4,18206,1,1,2,4,7,124,Need Attention,365+ Days,3-5 Purchases,High
7363,James Young,114,5,15480,1,4,3,4,11,434,Potential Loyalists,91-180 Days,3-5 Purchases,High
7369,Todd Jackson,98,9,25944,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
7371,Theodore Small,53,4,16549,1,5,2,4,11,524,Potential Loyalists,31-60 Days,3-5 Purchases,High
7379,Tracy Tyler,8,9,26383,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
7383,Shawn Abbott,23,7,19493,1,5,4,5,14,545,Champions,0-30 Days,6-10 Purchases,Very High
7414,Stephanie Hoover,256,6,19537,1,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
7429,Derrick Johnson,162,7,17246,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High
7450,Jordan Villa,3,8,23612,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
7482,Melissa Johnson,156,6,17557,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High
7495,Sarah Gardner,220,6,17143,1,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High
7497,Nathan Brady,43,8,18234,1,5,5,4,14,554,Champions,31-60 Days,6-10 Purchases,High
7502,Emily Mcdaniel,400,6,20725,1,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
7515,Michelle Bond,37,6,19802,1,5,4,5,14,545,Champions,31-60 Days,6-10 Purchases,Very High
7548,Kristina Sanchez,180,5,14915,1,3,3,4,10,334,Need Attention,91-180 Days,3-5 Purchases,High
7555,Robert Jackson,75,7,18955,1,4,4,4,12,444,Champions,61-90 Days,6-10 Purchases,High
7567,Jennifer Case,184,6,17868,1,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High
7583,Nicole Valentine,494,9,27013,1,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High
7588,John Moore,318,5,17827,1,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
7595,Rose Walker,276,7,21244,1,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
7599,Charles Carlson,265,7,24748,1,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
7608,Ralph Bailey,429,6,16031,1,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
7612,Kevin Sparks,169,8,24681,1,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High
7657,Kyle Orr,411,7,16581,1,2,4,4,10,244,At Risk,365+ Days,6-10 Purchases,High
7660,Lauren Wagner,333,5,15560,1,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
7668,Dr. Lori Alvarez,73,6,15429,1,4,4,4,12,444,Champions,61-90 Days,6-10 Purchases,High
7678,Blake Rogers,270,6,20496,1,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
7714,James Rodriguez,242,8,29686,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
7738,William Spence,480,5,19297,1,1,3,5,9,135,At Risk,365+ Days,3-5 Purchases,Very High
7743,Jeanne Velazquez,107,7,17790,1,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High
7745,Jack Ball,9,8,15463,1,5,5,4,14,554,Champions,0-30 Days,6-10 Purchases,High
7754,Stephanie Shaw,239,7,27957,1,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High
7760,Jerry Miller,280,8,24601,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
7774,John Tyler,607,7,18896,1,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
7779,Angela Rivera,109,5,20360,1,4,3,5,12,435,Potential Loyalists,91-180 Days,3-5 Purchases,Very High
7787,Jason Ward,293,7,26133,1,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
7795,Renee Sanders,151,9,27379,1,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High
7802,Marie Young,62,6,22060,1,4,4,5,13,445,Champions,61-90 Days,6-10 Purchases,Very High
7816,Brandon Perez,410,5,17253,1,2,3,4,9,234,At Risk,365+ Days,3-5 Purchases,High
7818,Jane Johnson,253,12,34667,1,2,5,5,12,255,At Risk,181-365 Days,10+ Purchases,Very High
7824,Anna Huerta,125,6,16279,1,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High
7832,John Lewis,610,4,17119,1,1,2,4,7,124,Need Attention,365+ Days,3-5 Purchases,High
7838,Terry Smith,254,5,15248,1,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
7847,Robert Golden,1,7,24085,1,5,4,5,14,545,Champions,0-30 Days,6-10 Purchases,Very High
7853,Jennifer Gallagher,608,4,15544,1,1,2,4,7,124,Need Attention,365+ Days,3-5 Purchases,High
7861,Travis Hicks,9,7,16001,1,5,4,4,13,544,Champions,0-30 Days,6-10 Purchases,High
7913,Keith Camacho,49,8,27294,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
7929,John Burke,79,8,22577,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High
7946,Carrie Olson,87,4,14931,1,4,2,4,10,424,Potential Loyalists,61-90 Days,3-5 Purchases,High
7952,Erik Williams,72,6,22657,1,4,4,5,13,445,Champions,61-90 Days,6-10 Purchases,Very High
7953,Brian Campbell,142,8,19403,1,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High
7958,Tabitha Bush,303,8,17284,1,2,5,4,11,254,At Risk,181-365 Days,6-10 Purchases,High
7971,Holly Boyer,139,6,16545,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High
7990,Richard Taylor,182,7,18270,1,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High
7999,Sherry Schmidt,320,5,15016,1,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
8006,Shannon Stewart,194,11,32331,1,3,5,5,13,355,Loyal Customers,181-365 Days,10+ Purchases,Very High
8007,Wendy Mckinney,215,7,19787,1,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High
8040,Theresa Day,77,5,16193,1,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High
8047,Betty Gates,270,6,22222,1,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
8049,Erik Martin,166,6,18552,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High
8061,Crystal Ritter,261,7,19163,1,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
8065,Laurie Blackwell,60,6,16870,1,4,4,4,12,444,Champions,31-60 Days,6-10 Purchases,High
8070,Scott Simpson,13,4,15348,1,5,2,4,11,524,Potential Loyalists,0-30 Days,3-5 Purchases,High
8074,Douglas Lewis,209,7,16359,1,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High
8079,Joan Smith,86,5,15277,1,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High
8105,Jamie Lee,302,7,21645,1,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
8126,Jason Foster,134,5,17449,1,4,3,4,11,434,Potential Loyalists,91-180 Days,3-5 Purchases,High
8127,Michael Murray,37,6,20552,1,5,4,5,14,545,Champions,31-60 Days,6-10 Purchases,Very High
8133,Glenn Jones,25,4,16750,1,5,2,4,11,524,Potential Loyalists,0-30 Days,3-5 Purchases,High
8139,Bradley Lewis,444,6,19430,1,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
8143,Terri Thomas,274,7,25946,1,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
8148,Melissa Moyer,100,8,21207,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
8164,Jimmy Brown,488,5,15978,1,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
8194,Bobby Garcia,822,5,16080,1,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
8218,Annette Nichols,38,7,17169,1,5,4,4,13,544,Champions,31-60 Days,6-10 Purchases,High
8226,David Cook,94,8,15165,1,4,5,4,13,454,Champions,91-180 Days,6-10 Purchases,High
8254,Caitlin Wilson,693,7,18435,1,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
8258,Jennifer Johnson,717,7,19776,1,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
8265,Lisa Walker,295,8,23029,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
8269,Lauren Scott,303,8,25150,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
8281,Albert Taylor,251,7,22323,1,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
8289,Tammy Hull,147,6,22144,1,3,4,5,12,345,Loyal Customers,91-180 Days,6-10 Purchases,Very High
8301,Ryan Holmes,223,5,15021,1,3,3,4,10,334,Need Attention,181-365 Days,3-5 Purchases,High
8315,Dr. Elizabeth Hernandez,172,5,17055,1,3,3,4,10,334,Need Attention,91-180 Days,3-5 Purchases,High
8318,Eric Farrell,39,6,14891,1,5,4,4,13,544,Champions,31-60 Days,6-10 Purchases,High
8328,Danielle Woods,177,4,15627,1,3,2,4,9,324,Need Attention,91-180 Days,3-5 Purchases,High
8336,Linda Reid,102,4,15385,1,4,2,4,10,424,Potential Loyalists,91-180 Days,3-5 Purchases,High
8343,Jennifer Henson,13,6,17751,1,5,4,4,13,544,Champions,0-30 Days,6-10 Purchases,High
8365,Jesse Hensley,160,7,17314,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High
8382,Erica Garrett,458,8,26434,1,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High
8399,Rebecca Mann,255,8,22705,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
8450,Angela Miranda,48,5,16987,1,5,3,4,12,534,Potential Loyalists,31-60 Days,3-5 Purchases,High
8472,Barbara Lee,448,8,23995,1,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High
8500,Dawn Clark,152,4,17080,1,3,2,4,9,324,Need Attention,91-180 Days,3-5 Purchases,High
8529,Michelle Price,78,5,16973,1,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High
8531,Cassidy Harrington,460,6,18500,1,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
8545,Michael Holt,58,6,18400,1,5,4,4,13,544,Champions,31-60 Days,6-10 Purchases,High
8546,Brandon Webb,312,7,23142,1,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
8547,Robert Keller,194,9,28443,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
8565,Miss Jessica Estes,339,7,16048,1,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
8567,Shirley George,39,7,20599,1,5,4,5,14,545,Champions,31-60 Days,6-10 Purchases,Very High
8572,Douglas Campbell,425,9,29241,1,2,5,5,12,255,At Risk,365+ Days,6-10 Purchases,Very High
8577,Michael Mills,134,5,18896,1,4,3,4,11,434,Potential Loyalists,91-180 Days,3-5 Purchases,High
8586,Evan Mendoza,322,10,22724,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
8600,Noah Gray,121,9,27031,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
8602,Amy White,209,6,18605,1,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High
8605,Alexandra Huber,6,6,16126,1,5,4,4,13,544,Champions,0-30 Days,6-10 Purchases,High
8609,Joshua Stein,183,10,19860,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
8619,Debra Barnett,103,11,30319,1,4,5,5,14,455,Champions,91-180 Days,10+ Purchases,Very High
8624,Nathan Cameron,284,6,19832,1,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
8642,Tommy Black,220,10,30510,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
8649,Adam Flynn,107,7,15876,1,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High
8654,Robert Payne,44,10,28174,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
8657,Jorge Williams,76,4,16163,1,4,2,4,10,424,Potential Loyalists,61-90 Days,3-5 Purchases,High
8689,David Henderson,127,8,27385,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
8697,Jeffrey Smith,254,6,20477,1,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
8716,Christopher Williams,42,8,18050,1,5,5,4,14,554,Champions,31-60 Days,6-10 Purchases,High
8726,Henry Kelley,339,6,18203,1,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
8727,Linda Grant,745,5,17671,1,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
8735,Amy Hansen,175,7,18219,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High
8736,Teresa Haley,235,6,18441,1,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High
8743,Andrea Hall,89,8,17554,1,4,5,4,13,454,Champions,61-90 Days,6-10 Purchases,High
8772,Zachary Hardy,267,8,24789,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
8775,Megan Johnson,241,9,23424,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
8777,Paul Gonzalez,34,5,18444,1,5,3,4,12,534,Potential Loyalists,31-60 Days,3-5 Purchases,High
8791,Matthew Henderson,204,5,16953,1,3,3,4,10,334,Need Attention,181-365 Days,3-5 Purchases,High
8847,Gabrielle Phillips,140,7,15533,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High
8879,Connor Powers,233,5,15058,1,3,3,4,10,334,Need Attention,181-365 Days,3-5 Purchases,High
8880,Elizabeth Jones,160,8,23590,1,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High
8882,Nathan Chavez,147,5,19214,1,3,3,4,10,334,Need Attention,91-180 Days,3-5 Purchases,High
8883,Rebecca Cobb,65,5,18744,1,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High
8884,Andrew Myers,103,7,29825,1,4,4,5,13,445,Champions,91-180 Days,6-10 Purchases,Very High
8885,Christopher Porter,209,10,28719,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
8895,Samuel Gonzalez,158,6,17425,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High
8897,Melissa Abbott,119,7,15296,1,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High
8914,Ronald Stanley,129,6,16051,1,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High
8915,Thomas Moore,62,11,23121,1,4,5,5,14,455,Champions,61-90 Days,10+ Purchases,Very High
8935,Terry Johnson,114,7,19830,1,4,4,5,13,445,Champions,91-180 Days,6-10 Purchases,Very High
8938,Michael Guzman,2,7,17441,1,5,4,4,13,544,Champions,0-30 Days,6-10 Purchases,High
8939,Gina Jackson,183,9,22981,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
8940,Robin Jones,116,8,25020,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
8948,Jessica Thomas,253,6,16306,1,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
8950,Michael Phillips,242,8,20927,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
8952,Edgar Townsend,105,4,15203,1,4,2,4,10,424,Potential Loyalists,91-180 Days,3-5 Purchases,High
8976,Javier Bishop,64,8,26737,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High
8983,Ian Jenkins,21,4,16561,1,5,2,4,11,524,Potential Loyalists,0-30 Days,3-5 Purchases,High
8993,Jacob Martin,59,7,18433,1,5,4,4,13,544,Champions,31-60 Days,6-10 Purchases,High
9035,Michael Ramos,227,6,17836,1,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High
9047,Angela Sawyer,67,5,15359,1,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High
9050,Emma Santana,9,7,19504,1,5,4,5,14,545,Champions,0-30 Days,6-10 Purchases,Very High
9073,Douglas Vega,567,7,17632,1,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
9079,Michael Hall,111,5,16737,1,4,3,4,11,434,Potential Loyalists,91-180 Days,3-5 Purchases,High
9089,Bryan Moore,47,8,21489,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
9098,Jill Martinez,326,4,15891,1,2,2,4,8,224,Need Attention,181-365 Days,3-5 Purchases,High
9108,William Wells,43,7,17500,1,5,4,4,13,544,Champions,31-60 Days,6-10 Purchases,High
9115,Deanna Thomas,501,8,28140,1,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High
9142,Kevin Turner,335,6,19102,1,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
9148,Catherine Douglas,97,7,22930,1,4,4,5,13,445,Champions,91-180 Days,6-10 Purchases,Very High
9150,Christopher Walls,26,8,24099,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
9173,Mark Beck,88,6,18181,1,4,4,4,12,444,Champions,61-90 Days,6-10 Purchases,High
9174,Seth Roman,70,8,17795,1,4,5,4,13,454,Champions,61-90 Days,6-10 Purchases,High
9228,Samantha Alexander,17,5,18144,1,5,3,4,12,534,Potential Loyalists,0-30 Days,3-5 Purchases,High
9236,Zachary Vasquez,184,7,17336,1,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High
9238,Nicholas Haynes,325,6,16890,1,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
9253,Nicholas Wallace,47,9,29458,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
9267,Melissa Lawrence,74,8,21660,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High
9274,Mark Mckinney,141,9,23769,1,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High
9275,Edward Kelly,102,5,17368,1,4,3,4,11,434,Potential Loyalists,91-180 Days,3-5 Purchases,High
9281,Steven Moreno,563,8,20065,1,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High
9289,Gregory Hale,188,7,19159,1,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High
9290,Cynthia Rivera,311,6,18563,1,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
9292,Nichole Carter,105,7,25435,1,4,4,5,13,445,Champions,91-180 Days,6-10 Purchases,Very High
9293,Michael Long,83,8,22649,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High
