customer_id,customer_name,total_spend,purchase_frequency,total_quantity,average_order_value,average_product_price,first_purchase_date,last_purchase_date,total_returns,churn,recency,customer_tenure_days,customer_tenure_months,return_rate,return_rate_pct,customer_age,gender,preferred_category,preferred_payment_method
13578,Gina Moore,16564,5,19,3312.8,130.4,2020-08-10 15:30:54,2023-08-20 01:18:58,3.0,0,26,1104,36.8,0.6,60.0,66,Female,Clothing,Credit Card
13579,Robert Gibson,5822,3,9,1940.6666666666667,277.0,2020-05-26 08:18:45,2022-03-10 10:06:48,1.0,0,554,653,21.8,0.3333333333333333,33.33,51,Female,Home,PayPal
13580,Andrew Cooke,10447,4,14,2611.75,179.75,2020-05-11 20:45:57,2023-08-10 04:39:54,2.0,0,36,1185,39.5,0.5,50.0,57,Female,Clothing,Cash
13581,Sean Foley,6785,5,16,1357.0,278.2,2020-07-17 14:10:45,2023-03-18 18:03:25,3.0,0,180,974,32.5,0.6,60.0,67,Female,Books,Credit Card
13582,Nicholas Jones,29092,11,28,2644.7272727272725,246.63636363636363,2020-07-19 05:05:54,2023-08-14 06:50:56,8.0,0,32,1121,37.4,0.7272727272727273,72.73,18,Male,Books,Credit Card
13583,Stephen Lee,5597,3,9,1865.6666666666667,251.66666666666666,2021-02-26 01:40:48,2021-07-09 10:30:27,1.0,0,798,133,4.4,0.3333333333333333,33.33,18,Female,Clothing,Cash
13584,Sheila Summers,9897,5,19,1979.4,134.6,2020-07-06 17:26:15,2022-10-30 21:58:43,1.0,0,319,846,28.2,0.2,20.0,49,Male,Home,Cash
13585,Brandon Taylor,16010,5,13,3202.0,263.2,2020-04-14 11:04:21,2023-03-11 01:12:46,0.0,1,188,1060,35.3,0.0,0.0,62,Male,Electronics,Cash
13586,Ashley Goodwin,1068,1,3,1068.0,262.0,2023-03-14 03:22:00,2023-03-14 03:22:00,1.0,0,185,0,0.0,1.0,100.0,36,Male,Clothing,PayPal
13587,Troy Hall,9835,4,13,2458.75,336.0,2020-01-02 06:18:02,2022-06-29 11:46:19,3.0,0,443,909,30.3,0.75,75.0,66,Male,Electronics,Cash
13588,Matthew Patel,1490,1,5,1490.0,470.0,2023-03-20 06:33:38,2023-03-20 06:33:38,0.0,0,179,0,0.0,0.0,0.0,19,Male,Books,Credit Card
13589,Kristen Shaffer,15051,5,16,3010.2,233.4,2020-05-03 16:23:17,2023-04-26 19:52:57,2.0,1,141,1088,36.3,0.4,40.0,24,Male,Books,Credit Card
13590,Benjamin Collier,7090,3,8,2363.3333333333335,339.3333333333333,2021-09-06 07:30:40,2022-03-27 18:51:30,2.0,0,536,202,6.7,0.6666666666666666,66.67,67,Male,Books,Credit Card
13591,Mark Patel,17409,7,20,2487.0,280.7142857142857,2020-02-17 19:25:11,2023-04-27 09:24:11,5.0,0,141,1164,38.8,0.7142857142857143,71.43,61,Male,Books,PayPal
13592,John Johnson,945,2,7,472.5,368.0,2020-09-15 07:13:51,2021-12-27 22:07:16,1.0,0,626,468,15.6,0.5,50.0,50,Female,Clothing,Credit Card
13593,James Grant,12223,5,10,2444.6,258.2,2020-05-05 20:14:00,2023-04-15 03:02:33,2.0,1,153,1074,35.8,0.4,40.0,49,Female,Home,Credit Card
13594,Pamela Watson,24726,7,20,3532.285714285714,160.14285714285714,2020-10-03 07:28:55,2022-05-05 15:10:31,3.0,0,497,579,19.3,0.42857142857142855,42.86,54,Female,Books,Cash
13595,Travis Watkins,17520,7,24,2502.8571428571427,302.14285714285717,2020-01-13 17:39:33,2023-08-02 07:31:41,4.0,1,44,1296,43.2,0.5714285714285714,57.14,26,Female,Home,Credit Card
13596,Michael Guzman,5387,3,8,1795.6666666666667,169.33333333333334,2020-08-13 23:07:09,2023-06-11 02:12:32,3.0,1,96,1031,34.4,1.0,100.0,35,Male,Home,Credit Card
13597,Michelle Robles,11564,4,12,2891.0,306.25,2020-11-20 12:21:25,2023-06-24 08:23:08,1.0,0,83,945,31.5,0.25,25.0,39,Male,Clothing,Credit Card
13599,Susan Nguyen,9012,2,8,4506.0,251.5,2020-02-29 22:24:21,2023-05-14 02:30:23,0.0,0,124,1169,39.0,0.0,0.0,59,Female,Books,Credit Card
13600,Christopher Flores,11469,4,8,2867.25,311.5,2020-05-17 22:31:54,2023-01-20 09:27:48,0.0,0,238,977,32.6,0.0,0.0,35,Female,Electronics,Crypto
13601,Dustin Bennett,13824,6,9,2304.0,227.66666666666666,2020-09-24 03:43:26,2023-07-19 20:42:36,2.0,0,57,1028,34.3,0.3333333333333333,33.33,25,Female,Home,Cash
13602,Corey Robertson,10336,3,6,3445.3333333333335,246.33333333333334,2021-12-20 13:49:30,2023-01-01 18:48:03,3.0,0,256,377,12.6,1.0,100.0,27,Female,Books,Credit Card
13603,Melanie Rogers,33141,12,39,2761.75,338.8333333333333,2020-02-28 23:53:58,2023-01-27 13:49:30,9.0,0,230,1063,35.4,0.75,75.0,45,Female,Books,PayPal
13604,Bryce Elliott,3971,3,10,1323.6666666666667,191.66666666666666,2020-04-16 16:34:45,2022-12-18 09:30:01,1.0,0,271,975,32.5,0.3333333333333333,33.33,56,Male,Books,Cash
13605,Jose Hoffman,15057,5,13,3011.4,309.6,2020-02-15 07:45:35,2023-09-14 15:27:13,2.0,0,0,1307,43.6,0.4,40.0,55,Male,Books,PayPal
13606,Timothy Miles,16077,5,8,3215.4,231.0,2020-01-14 03:21:58,2023-02-22 04:46:49,2.0,1,205,1135,37.8,0.4,40.0,36,Female,Clothing,Cash
13607,Douglas Sullivan,7732,3,11,2577.3333333333335,238.33333333333334,2021-09-20 22:26:22,2023-06-29 12:53:37,1.0,0,77,646,21.5,0.3333333333333333,33.33,50,Female,Books,Credit Card
13608,Zachary Franklin,12743,4,15,3185.75,304.75,2021-01-22 01:43:44,2023-07-24 14:13:14,2.0,1,52,913,30.4,0.5,50.0,55,Male,Electronics,Cash
13609,Shaun Scott,7011,3,11,2337.0,307.0,2020-09-29 17:32:08,2023-05-09 13:53:56,3.0,0,128,951,31.7,1.0,100.0,67,Female,Clothing,Credit Card
13610,Brianna Lewis,13013,4,10,3253.25,272.0,2020-06-08 17:21:35,2023-03-02 13:14:41,3.0,0,196,996,33.2,0.75,75.0,40,Male,Books,PayPal
13611,Chad Michael,14100,5,16,2820.0,220.6,2020-05-23 01:08:05,2021-03-13 17:43:13,3.0,0,915,294,9.8,0.6,60.0,31,Female,Clothing,PayPal
13612,Katelyn Hebert,4031,1,4,4031.0,116.0,2022-10-13 18:01:28,2022-10-13 18:01:28,0.0,0,336,0,0.0,0.0,0.0,45,Male,Books,Cash
13613,Linda Bender,8805,2,7,4402.5,192.5,2022-12-06 17:34:22,2023-07-09 22:07:05,0.0,0,67,215,7.2,0.0,0.0,59,Female,Books,PayPal
13614,David Smith,13752,6,23,2292.0,207.66666666666666,2020-04-17 11:39:06,2023-04-14 01:48:24,0.0,0,154,1091,36.4,0.0,0.0,31,Male,Clothing,Credit Card
13615,Brianna Love,14638,6,14,2439.6666666666665,225.0,2020-01-26 23:08:58,2023-01-21 02:21:24,5.0,0,237,1090,36.3,0.8333333333333334,83.33,54,Female,Books,PayPal
13616,Kenneth Summers,15979,6,25,2663.1666666666665,268.6666666666667,2020-02-28 02:52:33,2021-10-11 19:35:44,4.0,1,703,591,19.7,0.6666666666666666,66.67,44,Female,Home,PayPal
13617,Michael Williamson,6497,2,9,3248.5,239.0,2020-11-28 01:58:57,2021-02-02 01:39:54,2.0,1,955,65,2.2,1.0,100.0,52,Male,Books,PayPal
13618,Dana Price,2531,2,8,1265.5,148.0,2021-08-20 06:09:56,2023-07-01 22:30:06,1.0,0,75,680,22.7,0.5,50.0,68,Female,Clothing,Credit Card
13619,Brian Allen DDS,19133,5,14,3826.6,232.4,2021-01-10 09:43:58,2023-01-13 11:32:48,0.0,0,245,733,24.4,0.0,0.0,51,Male,Electronics,Credit Card
13620,Shane Chapman,9378,5,21,1875.6,194.4,2020-06-20 01:06:41,2023-05-29 19:17:48,1.0,0,108,1073,35.8,0.2,20.0,33,Female,Electronics,Credit Card
13621,Erica Hayes,20459,5,16,4091.8,166.6,2020-10-15 14:42:24,2023-07-20 11:31:40,2.0,0,57,1007,33.6,0.4,40.0,19,Female,Electronics,PayPal
13622,Nancy Kent,14536,4,9,3634.0,209.0,2020-06-10 11:59:33,2022-11-11 19:20:58,0.0,0,307,884,29.5,0.0,0.0,53,Female,Books,PayPal
13623,Mr. Jeremy Knox II,20388,7,20,2912.5714285714284,314.0,2020-02-06 16:39:53,2023-04-07 08:29:28,2.0,0,161,1155,38.5,0.2857142857142857,28.57,64,Female,Clothing,Credit Card
13624,Sydney Mann,17077,6,10,2846.1666666666665,239.66666666666666,2020-01-31 01:14:26,2023-06-07 23:00:50,1.0,1,99,1223,40.8,0.16666666666666666,16.67,63,Female,Books,Cash
13625,Travis Reynolds,11464,4,10,2866.0,122.25,2020-06-03 14:32:00,2023-05-08 05:39:57,1.0,0,130,1068,35.6,0.25,25.0,24,Female,Clothing,Cash
13626,Joel Mcfarland,8451,3,8,2817.0,359.0,2020-02-14 22:28:10,2022-11-11 19:12:35,1.0,0,307,1000,33.3,0.3333333333333333,33.33,54,Female,Home,Credit Card
13627,David Gardner,13614,6,16,2269.0,240.5,2020-03-24 17:57:26,2023-01-08 21:41:57,5.0,0,249,1020,34.0,0.8333333333333334,83.33,33,Male,Electronics,PayPal
13628,Kerri George,11459,5,11,2291.8,290.0,2020-10-11 17:25:44,2022-12-07 03:21:00,3.0,0,282,786,26.2,0.6,60.0,43,Male,Home,Credit Card
13629,Sarah Guerra,10333,5,17,2066.6,302.2,2021-03-09 07:47:01,2022-12-11 12:23:46,1.0,0,278,642,21.4,0.2,20.0,22,Male,Books,Credit Card
13630,Kimberly Williams,19552,8,25,2444.0,294.625,2020-02-07 02:44:31,2023-02-24 10:05:35,2.0,1,203,1113,37.1,0.25,25.0,21,Female,Clothing,PayPal
13631,Angela Hernandez,13685,4,12,3421.25,285.75,2020-08-24 12:14:13,2023-07-11 08:43:21,3.0,1,66,1050,35.0,0.75,75.0,33,Female,Clothing,Credit Card
13632,Kevin Murphy,12215,4,15,3053.75,195.0,2020-01-29 22:56:10,2021-12-07 19:21:13,1.0,1,646,677,22.6,0.25,25.0,29,Female,Books,Cash
13633,Brandon Evans,7147,3,8,2382.3333333333335,112.66666666666667,2020-11-28 05:24:10,2022-07-02 09:20:15,2.0,0,440,581,19.4,0.6666666666666666,66.67,70,Female,Books,Cash
13634,Michael Lee,9773,3,5,3257.6666666666665,364.0,2020-10-02 04:21:09,2023-09-13 06:31:27,1.0,1,2,1076,35.9,0.3333333333333333,33.33,22,Male,Books,Credit Card
13635,Timothy Green,6106,2,7,3053.0,269.0,2020-10-07 05:04:38,2022-10-12 07:17:47,2.0,0,338,735,24.5,1.0,100.0,30,Male,Electronics,Credit Card
13636,Brenda Stewart,15830,6,13,2638.3333333333335,263.8333333333333,2020-08-28 23:34:09,2023-03-10 15:11:04,2.0,0,188,923,30.8,0.3333333333333333,33.33,51,Male,Home,Crypto
13637,Heather Clark,3293,2,5,1646.5,194.5,2022-08-22 02:40:13,2023-02-04 20:45:20,1.0,0,222,166,5.5,0.5,50.0,46,Male,Books,Credit Card
13638,David Carr,2417,2,5,1208.5,340.0,2020-09-14 01:58:50,2020-09-28 01:25:16,1.0,0,1082,13,0.4,0.5,50.0,47,Female,Clothing,PayPal
13639,Sara Walton,17278,7,22,2468.285714285714,276.2857142857143,2020-02-18 11:34:30,2023-06-04 07:08:41,3.0,0,103,1201,40.0,0.42857142857142855,42.86,54,Female,Home,Credit Card
13640,Jennifer Perkins,11351,4,10,2837.75,260.0,2020-05-17 01:57:36,2022-11-20 17:53:29,3.0,1,298,917,30.6,0.75,75.0,62,Female,Home,Cash
13641,Rodney Blake,13605,10,21,1360.5,276.5,2020-05-15 00:31:19,2023-08-16 10:52:54,2.0,0,30,1188,39.6,0.2,20.0,28,Female,Clothing,PayPal
13642,Norma Larsen,19957,8,26,2494.625,235.75,2020-03-30 02:44:33,2023-03-05 18:02:42,4.0,0,193,1070,35.7,0.5,50.0,65,Male,Clothing,Credit Card
13643,Anthony Neal,8125,3,9,2708.3333333333335,271.0,2020-04-18 09:22:20,2021-01-19 15:43:47,1.0,0,968,276,9.2,0.3333333333333333,33.33,65,Male,Clothing,PayPal
13644,Ruben Adams,10870,6,13,1811.6666666666667,158.5,2020-07-20 10:02:38,2023-07-09 10:37:31,2.0,0,68,1084,36.1,0.3333333333333333,33.33,64,Female,Books,PayPal
13645,James Burnett,20359,6,14,3393.1666666666665,260.0,2020-09-09 10:15:06,2023-06-24 10:16:43,2.0,0,83,1018,33.9,0.3333333333333333,33.33,48,Female,Books,Credit Card
13646,Monica Proctor,14544,4,10,3636.0,162.5,2020-02-18 01:34:50,2022-12-18 12:15:10,3.0,0,271,1034,34.5,0.75,75.0,38,Female,Clothing,Cash
13647,Joanne Hernandez,18315,6,12,3052.5,169.0,2020-02-17 12:50:21,2023-06-28 18:47:53,1.0,0,78,1227,40.9,0.16666666666666666,16.67,67,Female,Books,Credit Card
13648,Russell Spencer,3485,1,1,3485.0,245.0,2020-07-13 16:11:36,2020-07-13 16:11:36,0.0,0,1158,0,0.0,0.0,0.0,46,Male,Electronics,Credit Card
13649,Karen Vaughan,16729,4,16,4182.25,196.0,2020-11-21 07:48:55,2023-03-28 23:28:12,3.0,0,170,857,28.6,0.75,75.0,60,Female,Electronics,Cash
13650,Nicholas Tucker,14185,5,12,2837.0,371.8,2021-08-04 23:58:57,2023-05-23 02:47:30,2.0,0,115,656,21.9,0.4,40.0,63,Female,Home,Credit Card
13651,Justin Todd,8160,4,9,2040.0,256.25,2020-07-20 13:54:03,2023-05-26 01:32:54,1.0,0,112,1039,34.6,0.25,25.0,62,Female,Books,Credit Card
13652,Ashley Foley,9581,3,10,3193.6666666666665,253.0,2020-08-28 03:12:24,2022-04-17 01:45:05,1.0,1,516,596,19.9,0.3333333333333333,33.33,18,Male,Home,Cash
13653,Nicole Smith,16112,9,33,1790.2222222222222,294.6666666666667,2020-03-16 04:24:50,2022-11-15 01:30:55,4.0,0,304,973,32.4,0.4444444444444444,44.44,46,Male,Books,Credit Card
13654,Kenneth Weber,7951,3,5,2650.3333333333335,315.0,2021-06-06 10:19:29,2023-07-29 16:04:15,0.0,1,47,783,26.1,0.0,0.0,51,Female,Books,Cash
13655,Nicole Nguyen,15014,7,19,2144.8571428571427,328.57142857142856,2020-01-20 08:42:31,2023-03-03 22:38:01,3.0,0,195,1138,37.9,0.42857142857142855,42.86,26,Male,Home,PayPal
13656,Michelle Christensen,13533,4,16,3383.25,229.75,2020-01-16 06:46:50,2023-08-23 16:55:52,4.0,1,22,1315,43.8,1.0,100.0,34,Female,Books,PayPal
13657,Rhonda Nielsen,11192,4,11,2798.0,306.75,2022-02-16 09:46:53,2023-01-21 06:24:57,0.0,0,237,338,11.3,0.0,0.0,19,Female,Books,PayPal
13658,Michael Daniel,17303,7,17,2471.8571428571427,267.0,2021-08-10 13:42:28,2023-04-15 11:19:56,3.0,0,153,612,20.4,0.42857142857142855,42.86,35,Male,Books,Cash
13659,William Lee,12376,4,14,3094.0,224.75,2021-10-16 12:42:13,2023-05-29 09:11:24,2.0,0,109,589,19.6,0.5,50.0,70,Female,Books,Cash
13660,Ryan Smith,11025,5,15,2205.0,192.8,2020-12-06 02:58:11,2022-10-17 22:22:27,1.0,1,332,680,22.7,0.2,20.0,35,Male,Books,Cash
13661,Brian Chan,7912,2,6,3956.0,16.5,2021-03-10 00:20:40,2022-01-25 12:45:56,0.0,0,597,321,10.7,0.0,0.0,49,Female,Clothing,PayPal
13662,Paul Miller,16130,5,18,3226.0,203.0,2020-09-07 22:16:07,2023-05-18 04:21:27,3.0,0,120,982,32.7,0.6,60.0,29,Female,Books,Cash
13663,Johnathan Lambert,22100,6,20,3683.3333333333335,303.6666666666667,2020-05-10 05:03:38,2023-08-28 19:12:48,1.0,0,17,1205,40.2,0.16666666666666666,16.67,38,Female,Books,PayPal
13664,Julia Bautista,20619,9,29,2291.0,177.11111111111111,2020-01-04 06:01:53,2023-07-26 22:22:42,4.0,1,50,1299,43.3,0.4444444444444444,44.44,68,Female,Home,Credit Card
13665,Robert Robinson,3169,3,10,1056.3333333333333,284.6666666666667,2020-06-20 02:25:05,2022-03-09 16:35:40,2.0,1,554,627,20.9,0.6666666666666666,66.67,24,Female,Clothing,Credit Card
13666,Amy Duarte,25842,8,19,3230.25,332.625,2020-06-27 19:29:47,2023-05-18 14:55:26,2.0,0,119,1054,35.1,0.25,25.0,38,Male,Home,Credit Card
13667,Nicholas Thomas,9761,5,15,1952.2,326.8,2020-09-29 06:06:06,2022-03-07 01:56:07,1.0,0,557,523,17.4,0.2,20.0,33,Male,Clothing,PayPal
13668,John Carson,17304,5,14,3460.8,305.8,2020-02-05 05:55:07,2023-05-17 00:42:44,3.0,1,121,1196,39.9,0.6,60.0,65,Male,Electronics,Credit Card
13669,Angela Barnes,16706,5,10,3341.2,249.6,2021-06-24 08:00:32,2022-05-25 20:53:15,2.0,0,477,335,11.2,0.4,40.0,19,Female,Electronics,Cash
13670,Monica Randall,10976,6,18,1829.3333333333333,370.8333333333333,2020-09-12 05:25:43,2023-09-15 02:24:16,3.0,0,0,1097,36.6,0.5,50.0,63,Male,Books,Credit Card
13671,Alex Jacobs,11271,4,13,2817.75,366.75,2020-01-19 03:58:53,2023-03-17 19:52:40,1.0,1,181,1153,38.4,0.25,25.0,48,Male,Books,Credit Card
13672,Donna Cruz,8002,3,6,2667.3333333333335,167.0,2021-07-20 06:52:10,2022-10-20 19:51:31,0.0,0,329,457,15.2,0.0,0.0,51,Male,Books,Credit Card
13673,Stephanie Sanchez,8407,2,4,4203.5,182.5,2020-09-14 03:27:07,2020-09-18 03:35:52,1.0,0,1092,4,0.1,0.5,50.0,59,Male,Electronics,PayPal
13674,Christopher Mccarty,8664,3,8,2888.0,206.33333333333334,2020-01-29 07:03:00,2022-04-28 10:51:25,2.0,1,505,820,27.3,0.6666666666666666,66.67,35,Male,Books,Cash
13675,Ashley Collins,9017,5,10,1803.4,313.2,2020-03-07 06:59:50,2023-07-14 03:28:01,2.0,1,63,1223,40.8,0.4,40.0,67,Male,Electronics,PayPal
13676,Mallory Key,11082,3,11,3694.0,140.33333333333334,2020-04-27 23:29:22,2023-03-08 12:07:05,1.0,0,191,1044,34.8,0.3333333333333333,33.33,39,Female,Books,Crypto
13677,Jennifer Castaneda,22045,7,29,3149.285714285714,364.14285714285717,2020-08-04 14:10:36,2023-06-19 23:16:12,1.0,0,87,1049,35.0,0.14285714285714285,14.29,26,Male,Books,Credit Card
13678,Gloria Davies,10062,4,15,2515.5,246.25,2020-04-17 07:20:14,2023-04-23 12:33:13,3.0,0,144,1101,36.7,0.75,75.0,49,Female,Books,Credit Card
13679,Michael Hicks,16269,5,17,3253.8,242.6,2020-06-29 01:11:54,2023-07-28 23:24:41,0.0,0,48,1124,37.5,0.0,0.0,22,Male,Books,PayPal
13680,Susan Barron,13737,6,14,2289.5,247.66666666666666,2020-02-11 05:39:07,2023-04-19 03:06:07,4.0,0,149,1162,38.7,0.6666666666666666,66.67,22,Male,Electronics,Credit Card
13681,Anthony Stevenson,26399,11,30,2399.909090909091,341.8181818181818,2020-02-12 08:03:55,2022-09-08 07:05:32,4.0,1,372,938,31.3,0.36363636363636365,36.36,45,Female,Books,Credit Card
13682,Christina Howard,20172,7,16,2881.714285714286,295.7142857142857,2020-02-01 09:31:11,2022-08-10 16:46:19,3.0,1,400,921,30.7,0.42857142857142855,42.86,35,Male,Books,Cash
13683,Jason Murphy,18803,9,33,2089.222222222222,283.55555555555554,2020-04-21 02:17:56,2023-09-06 05:49:44,3.0,0,9,1233,41.1,0.3333333333333333,33.33,38,Female,Clothing,PayPal
13684,Charlene Middleton,18006,9,19,2000.6666666666667,311.0,2020-10-08 20:58:04,2023-07-17 21:17:06,4.0,1,59,1012,33.7,0.4444444444444444,44.44,55,Male,Electronics,Credit Card
13685,Jessica Peck,14202,4,10,3550.5,396.25,2020-04-17 16:25:45,2023-05-24 12:09:04,2.0,0,114,1131,37.7,0.5,50.0,32,Male,Books,PayPal
13686,Michelle Norman,11405,4,10,2851.25,366.0,2022-03-07 12:40:02,2023-03-20 06:52:59,1.0,1,179,377,12.6,0.25,25.0,58,Male,Books,Credit Card
13687,Matthew Harris,10807,6,17,1801.1666666666667,345.0,2020-01-23 22:16:40,2022-03-31 22:45:05,1.0,0,532,798,26.6,0.16666666666666666,16.67,29,Male,Clothing,Cash
13688,Leslie Herrera,14807,5,18,2961.4,241.8,2021-01-19 00:33:29,2023-04-24 04:24:46,3.0,0,144,825,27.5,0.6,60.0,64,Male,Electronics,Credit Card
13689,Dr. Scott Navarro,3315,2,2,1657.5,146.0,2020-04-12 19:02:36,2020-04-20 23:42:47,1.0,0,1242,8,0.3,0.5,50.0,61,Male,Books,Crypto
13690,Jacob Nelson,15287,5,17,3057.4,221.6,2020-03-31 14:56:36,2023-08-26 23:10:42,1.0,0,19,1243,41.4,0.2,20.0,64,Male,Electronics,Cash
13691,William Montes,5429,2,6,2714.5,330.0,2020-12-31 09:28:57,2021-06-13 23:40:21,0.0,0,823,164,5.5,0.0,0.0,35,Male,Clothing,Credit Card
13692,Justin Arroyo,14911,5,13,2982.2,195.6,2020-02-17 03:41:46,2023-08-18 08:27:02,2.0,0,28,1278,42.6,0.4,40.0,42,Male,Books,Credit Card
13693,Angela Rodriguez,11357,4,15,2839.25,337.5,2021-07-24 04:48:17,2022-10-01 17:51:42,3.0,1,348,434,14.5,0.75,75.0,28,Female,Books,Cash
13694,Lisa Flowers,27331,9,29,3036.777777777778,246.44444444444446,2020-04-08 11:57:57,2023-09-10 00:59:20,5.0,0,5,1249,41.6,0.5555555555555556,55.56,35,Male,Books,Credit Card
13695,Melissa Robinson,14920,6,21,2486.6666666666665,202.0,2020-01-23 22:30:10,2023-06-06 11:32:14,1.0,0,101,1229,41.0,0.16666666666666666,16.67,69,Female,Clothing,Cash
13696,Gary Elliott,12026,5,15,2405.2,251.4,2020-02-07 14:01:32,2022-04-02 03:06:16,2.0,1,531,784,26.1,0.4,40.0,44,Female,Books,Cash
13697,Jennifer Coleman,13030,6,17,2171.6666666666665,315.8333333333333,2021-02-21 23:18:19,2023-08-18 04:26:40,2.0,0,28,907,30.2,0.3333333333333333,33.33,19,Female,Books,Credit Card
13698,Theresa Gibson,20584,7,26,2940.5714285714284,217.85714285714286,2020-05-18 23:26:45,2023-07-06 19:35:07,4.0,0,70,1143,38.1,0.5714285714285714,57.14,70,Male,Books,Credit Card
13699,Craig Gomez,19422,6,21,3237.0,272.1666666666667,2020-04-11 01:15:04,2023-08-05 19:14:14,5.0,0,40,1211,40.4,0.8333333333333334,83.33,54,Female,Books,Cash
13700,Robert Kelly,37176,12,29,3098.0,213.0,2020-01-28 19:25:50,2023-05-12 04:44:40,4.0,0,126,1199,40.0,0.3333333333333333,33.33,65,Female,Electronics,Credit Card
13701,Jason Peters,18416,5,14,3683.2,151.6,2020-01-30 00:03:57,2023-08-19 01:29:32,4.0,0,27,1297,43.2,0.8,80.0,30,Male,Books,Credit Card
13702,David Hicks,23908,7,19,3415.4285714285716,263.42857142857144,2020-01-30 16:21:37,2022-08-28 03:51:17,0.0,1,383,940,31.3,0.0,0.0,30,Female,Clothing,Cash
13703,Mathew Mcgee,8278,5,16,1655.6,306.2,2020-01-12 15:45:42,2023-05-09 13:45:54,2.0,0,128,1212,40.4,0.4,40.0,30,Female,Books,Credit Card
13704,Carrie Hughes,15707,5,19,3141.4,227.8,2022-01-17 09:00:15,2023-05-26 04:51:50,3.0,0,112,493,16.4,0.6,60.0,50,Male,Clothing,PayPal
13705,Mary Harper,15419,5,14,3083.8,245.0,2020-02-26 07:22:41,2023-07-02 21:12:06,1.0,0,74,1222,40.7,0.2,20.0,20,Male,Clothing,Cash
13706,Anne Mathis,17365,4,15,4341.25,329.75,2020-01-25 18:59:25,2022-10-03 16:24:35,1.0,0,346,981,32.7,0.25,25.0,60,Female,Books,Credit Card
13707,Jessica Hughes,13958,6,16,2326.3333333333335,247.83333333333334,2020-09-05 20:18:17,2023-06-17 03:49:18,4.0,0,90,1014,33.8,0.6666666666666666,66.67,58,Male,Clothing,PayPal
13708,Diane Reynolds,9180,5,16,1836.0,286.0,2020-09-03 00:03:28,2023-02-10 06:11:11,2.0,0,217,890,29.7,0.4,40.0,46,Female,Books,Credit Card
13709,William Ramos,16810,7,23,2401.4285714285716,247.28571428571428,2021-06-29 07:58:08,2023-03-13 14:10:51,5.0,1,185,622,20.7,0.7142857142857143,71.43,49,Female,Books,Credit Card
13710,Christopher Cruz,17075,4,10,4268.75,223.75,2021-08-10 07:15:36,2022-02-26 14:16:58,2.0,1,565,200,6.7,0.5,50.0,30,Female,Clothing,Cash
13711,Erica Brooks,228,1,4,228.0,370.0,2023-07-07 10:15:32,2023-07-07 10:15:32,1.0,0,70,0,0.0,1.0,100.0,25,Male,Electronics,PayPal
13712,Kathryn Mcdaniel,20637,7,16,2948.1428571428573,194.71428571428572,2020-06-05 08:20:37,2023-01-09 11:58:53,1.0,1,249,948,31.6,0.14285714285714285,14.29,36,Female,Books,Credit Card
13713,Kyle Peck DDS,8163,5,14,1632.6,358.6,2020-08-07 15:33:59,2023-04-23 14:44:11,2.0,0,144,988,32.9,0.4,40.0,57,Female,Books,Credit Card
13714,Anna Gates,5745,3,8,1915.0,127.33333333333333,2020-05-30 07:35:42,2022-07-07 08:50:24,1.0,0,435,768,25.6,0.3333333333333333,33.33,48,Male,Electronics,Credit Card
13715,John White,15125,5,17,3025.0,207.2,2020-03-25 20:50:07,2023-08-23 03:07:39,1.0,0,23,1245,41.5,0.2,20.0,51,Male,Clothing,Credit Card
13716,Nathan Leonard DVM,7171,3,11,2390.3333333333335,103.0,2021-10-08 20:38:42,2022-12-09 10:56:16,1.0,1,280,426,14.2,0.3333333333333333,33.33,69,Female,Books,PayPal
13717,Robert Case,10094,4,13,2523.5,236.5,2021-10-25 09:57:44,2023-08-26 18:47:34,0.0,1,19,670,22.3,0.0,0.0,24,Female,Electronics,Credit Card
13718,Ronald Patton,16614,7,26,2373.4285714285716,196.28571428571428,2020-07-06 13:14:28,2023-04-11 21:22:34,3.0,0,156,1009,33.6,0.42857142857142855,42.86,23,Female,Clothing,Cash
13719,Kathryn Pham,31815,10,33,3181.5,339.1,2020-03-25 17:45:40,2023-09-15 11:08:27,1.0,0,0,1268,42.3,0.1,10.0,34,Female,Books,Credit Card
13720,Dalton Carpenter,14545,4,14,3636.25,376.25,2020-10-20 15:23:49,2023-08-07 07:33:49,2.0,1,39,1020,34.0,0.5,50.0,32,Female,Clothing,Credit Card
13721,Mr. Kevin Anderson,18652,5,9,3730.4,324.2,2021-02-10 01:19:53,2022-11-18 17:08:00,1.0,0,300,646,21.5,0.2,20.0,63,Male,Clothing,PayPal
13722,Jessica Garcia,31969,13,36,2459.153846153846,203.53846153846155,2020-03-26 20:22:00,2023-03-31 09:23:20,5.0,0,168,1099,36.6,0.38461538461538464,38.46,38,Male,Clothing,PayPal
13723,Maria Pineda,13544,4,13,3386.0,345.5,2020-11-01 10:00:52,2023-03-26 00:17:55,1.0,0,173,874,29.1,0.25,25.0,39,Male,Clothing,Crypto
13724,Sandra Smith,11101,4,10,2775.25,308.5,2020-10-28 16:16:02,2022-04-07 18:32:25,1.0,0,525,526,17.5,0.25,25.0,39,Male,Books,Credit Card
13725,Matthew Contreras,1173,1,4,1173.0,194.0,2023-06-21 12:16:30,2023-06-21 12:16:30,0.0,1,86,0,0.0,0.0,0.0,54,Female,Clothing,PayPal
