customer_id,customer_name,recency,frequency,monetary,churn,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Code,Customer_Segment,Recency_Group,Frequency_Group,Monetary_Group,Churn_Risk
12016,Amber Henderson,1315,1,443,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
12017,Reginald Roach,12,10,25981,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Churned
12018,Andrew Shaw,1,8,23985,0,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Low Risk
12019,Alexis Butler,377,3,5753,1,2,1,1,4,211,Hibernating,365+ Days,3-5 Purchases,Very Low,Churned
12020,Melissa Long,42,7,20523,0,5,4,5,14,545,Champions,31-60 Days,6-10 Purchases,Very High,Low Risk
12021,Jennifer Gibson,528,3,7270,0,1,1,1,3,111,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
12022,Pamela Gill,53,11,23360,1,5,5,5,15,555,Champions,31-60 Days,10+ Purchases,Very High,Churned
12023,Vincent Palmer,953,4,12558,0,1,2,3,6,123,Need Attention,365+ Days,3-5 Purchases,Medium,High Risk
12024,Stacey Rios,9,3,7581,0,5,1,1,7,511,New Customers,0-30 Days,3-5 Purchases,Very Low,Low Risk
12025,Christopher Harvey,28,8,11922,0,5,5,3,13,553,Loyal Customers,0-30 Days,6-10 Purchases,Medium,Low Risk
12026,Christina Lee,494,4,8524,0,1,2,2,5,122,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
12027,Michael Reyes,694,1,4769,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
12028,Shelley Perry,29,3,7015,0,5,1,1,7,511,New Customers,0-30 Days,3-5 Purchases,Very Low,Low Risk
12029,Johnny Rice,143,4,12117,0,3,2,3,8,323,Need Attention,91-180 Days,3-5 Purchases,Medium,Moderate Risk
12030,Kyle Rogers,139,2,2731,0,3,1,1,5,311,Others,91-180 Days,2 Purchases,Very Low,Moderate Risk
12031,Julia Stone,212,8,27148,0,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High,Moderate Risk
12032,John Page,1125,1,3974,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
12033,Steven Wood,51,5,16927,0,5,3,4,12,534,Potential Loyalists,31-60 Days,3-5 Purchases,High,Low Risk
12034,Ryan Dean,178,2,5134,0,3,1,1,5,311,Others,91-180 Days,2 Purchases,Very Low,Moderate Risk
12035,James Woodard,127,5,16115,0,4,3,4,11,434,Potential Loyalists,91-180 Days,3-5 Purchases,High,Low Risk
12036,Michele Miranda,106,10,33891,0,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High,Low Risk
12037,Michelle Kelly,74,7,12896,0,4,4,3,11,443,Loyal Customers,61-90 Days,6-10 Purchases,Medium,Low Risk
12038,Frank Navarro,831,4,3720,0,1,2,1,4,121,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
12039,James Wallace,446,4,10526,0,1,2,2,5,122,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
12040,Daniel Jordan,740,1,1217,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
12041,Clifford Duncan,236,6,13890,0,3,4,3,10,343,Loyal Customers,181-365 Days,6-10 Purchases,Medium,Moderate Risk
12042,John Alvarez,138,9,24491,1,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High,Churned
12043,Robert Mccarthy,387,2,7885,0,2,1,2,5,212,Hibernating,365+ Days,2 Purchases,Low,High Risk
12044,Jasmine Bailey,168,8,14428,0,3,5,3,11,353,Loyal Customers,91-180 Days,6-10 Purchases,Medium,Moderate Risk
12045,Justin Scott DDS,1291,1,1558,1,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,Churned
12046,Marcia Young,252,2,6110,0,2,1,1,4,211,Hibernating,181-365 Days,2 Purchases,Very Low,High Risk
12047,Robert Clark,353,7,17693,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High,Medium Risk
12048,Joshua Rivera,95,4,7924,1,4,2,2,8,422,Potential Loyalists,91-180 Days,3-5 Purchases,Low,Churned
12049,Melissa Holden,128,9,23288,0,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High,Low Risk
12050,Nicholas Baker,55,9,27364,0,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High,Low Risk
12051,Daniel Bryant,398,4,13239,0,2,2,3,7,223,Need Attention,365+ Days,3-5 Purchases,Medium,High Risk
12052,David Downs,97,11,37403,0,4,5,5,14,455,Champions,91-180 Days,10+ Purchases,Very High,Low Risk
12053,Amanda Butler,791,4,7656,0,1,2,1,4,121,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
12054,Brian Madden,356,4,12128,0,2,2,3,7,223,Need Attention,181-365 Days,3-5 Purchases,Medium,High Risk
12055,Ethan Martin,8,6,21688,0,5,4,5,14,545,Champions,0-30 Days,6-10 Purchases,Very High,Low Risk
12056,Brian Rios,134,6,17514,0,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High,Low Risk
12057,Randy Richardson,18,11,24584,1,5,5,5,15,555,Champions,0-30 Days,10+ Purchases,Very High,Churned
12058,Kyle Hart,91,6,18280,0,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High,Low Risk
12059,Jasmine Serrano,704,2,8155,0,1,1,2,4,112,Hibernating,365+ Days,2 Purchases,Low,High Risk
12060,Austin Cook,107,3,4694,0,4,1,1,6,411,New Customers,91-180 Days,3-5 Purchases,Very Low,Low Risk
12061,Timothy Ryan,76,8,22111,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High,Churned
12062,Catherine Ellis,94,3,9886,0,4,1,2,7,412,New Customers,91-180 Days,3-5 Purchases,Low,Low Risk
12063,Jeffrey Brown,115,5,12491,0,4,3,3,10,433,Potential Loyalists,91-180 Days,3-5 Purchases,Medium,Low Risk
12064,Carolyn Vargas,92,2,2999,0,4,1,1,6,411,New Customers,91-180 Days,2 Purchases,Very Low,Low Risk
12065,Rhonda Ruiz,145,9,31383,0,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High,Moderate Risk
12066,James Barrera MD,334,3,9085,0,2,1,2,5,212,Hibernating,181-365 Days,3-5 Purchases,Low,High Risk
12067,Regina Gallegos,93,4,6236,0,4,2,1,7,421,New Customers,91-180 Days,3-5 Purchases,Very Low,Low Risk
12068,Jonathan Cox,401,2,2878,0,2,1,1,4,211,Hibernating,365+ Days,2 Purchases,Very Low,High Risk
12069,Tyler Lam,178,2,3115,0,3,1,1,5,311,Others,91-180 Days,2 Purchases,Very Low,Moderate Risk
12070,Jose Bolton,44,5,15630,0,5,3,4,12,534,Potential Loyalists,31-60 Days,3-5 Purchases,High,Low Risk
12071,Gail Melton,119,4,6294,1,4,2,1,7,421,New Customers,91-180 Days,3-5 Purchases,Very Low,Churned
12072,Michael Roth,50,5,21140,0,5,3,5,13,535,Potential Loyalists,31-60 Days,3-5 Purchases,Very High,Low Risk
12073,Kristin Vazquez,28,5,12627,0,5,3,3,11,533,Potential Loyalists,0-30 Days,3-5 Purchases,Medium,Low Risk
12074,Karen Hart,67,4,8053,0,4,2,2,8,422,Potential Loyalists,61-90 Days,3-5 Purchases,Low,Low Risk
12075,Matthew Bonilla,256,3,11438,0,2,1,3,6,213,Need Attention,181-365 Days,3-5 Purchases,Medium,High Risk
12076,Gary Kelley,534,1,437,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
12077,Kenneth Davis,308,3,3310,0,2,1,1,4,211,Hibernating,181-365 Days,3-5 Purchases,Very Low,High Risk
12078,Jennifer Rosario,3,3,5184,0,5,1,1,7,511,New Customers,0-30 Days,3-5 Purchases,Very Low,Low Risk
12079,Amy Watson,149,5,17432,1,3,3,4,10,334,Need Attention,91-180 Days,3-5 Purchases,High,Churned
12080,Leah Carroll,393,7,24297,1,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High,Churned
12081,Christopher Burns,85,4,9815,0,4,2,2,8,422,Potential Loyalists,61-90 Days,3-5 Purchases,Low,Low Risk
12082,Mary Mahoney,7,6,18378,0,5,4,4,13,544,Champions,0-30 Days,6-10 Purchases,High,Low Risk
12083,Jessica Thomas,250,4,11495,0,2,2,3,7,223,Need Attention,181-365 Days,3-5 Purchases,Medium,High Risk
12084,John Melendez,277,3,7992,0,2,1,2,5,212,Hibernating,181-365 Days,3-5 Purchases,Low,High Risk
12085,David Smith,519,2,6716,0,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,High Risk
12086,Stephanie Reyes,90,10,30964,0,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High,Low Risk
12087,Tyler Sullivan,1086,2,6554,1,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,Churned
12088,Nicole Mejia,787,1,4800,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
12089,Stephanie Schmidt,299,5,14345,0,2,3,3,8,233,At Risk,181-365 Days,3-5 Purchases,Medium,Medium Risk
12090,Kelly Mathis,269,12,34411,0,2,5,5,12,255,At Risk,181-365 Days,10+ Purchases,Very High,Medium Risk
12091,Lacey Harper,584,2,5124,1,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,Churned
12092,Jessica Mccoy,93,7,20382,0,4,4,5,13,445,Champions,91-180 Days,6-10 Purchases,Very High,Low Risk
12093,Brian Willis,677,2,3565,0,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,High Risk
12094,Jessica Welch,37,6,21040,0,5,4,5,14,545,Champions,31-60 Days,6-10 Purchases,Very High,Low Risk
12095,Christopher Sims,164,6,11959,1,3,4,3,10,343,Loyal Customers,91-180 Days,6-10 Purchases,Medium,Churned
12096,Mitchell Moore,602,5,15707,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High,Medium Risk
12097,Kevin Barry,208,7,17107,0,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High,Moderate Risk
12098,Holly Snyder,383,4,10821,1,2,2,2,6,222,Hibernating,365+ Days,3-5 Purchases,Low,Churned
12099,Dr. Alexander Mcconnell,16,8,17875,1,5,5,4,14,554,Champions,0-30 Days,6-10 Purchases,High,Churned
12100,Keith Mccormick,755,3,7346,1,1,1,1,3,111,Hibernating,365+ Days,3-5 Purchases,Very Low,Churned
12101,Barbara Velazquez,328,2,4316,0,2,1,1,4,211,Hibernating,181-365 Days,2 Purchases,Very Low,High Risk
12102,Michelle Williams,310,5,14355,0,2,3,3,8,233,At Risk,181-365 Days,3-5 Purchases,Medium,Medium Risk
12103,Ronald Shea,73,5,13748,0,4,3,3,10,433,Potential Loyalists,61-90 Days,3-5 Purchases,Medium,Low Risk
12104,Frances Ortiz,254,3,8226,0,2,1,2,5,212,Hibernating,181-365 Days,3-5 Purchases,Low,High Risk
12105,Ralph Diaz,226,5,12023,0,3,3,3,9,333,Need Attention,181-365 Days,3-5 Purchases,Medium,Moderate Risk
12106,Heather Matthews,84,8,24736,0,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High,Low Risk
12107,Dylan Castro,23,3,6132,0,5,1,1,7,511,New Customers,0-30 Days,3-5 Purchases,Very Low,Low Risk
12108,William Williams,61,6,20968,0,4,4,5,13,445,Champions,61-90 Days,6-10 Purchases,Very High,Low Risk
12109,Dana Bell,301,4,14583,0,2,2,3,7,223,Need Attention,181-365 Days,3-5 Purchases,Medium,High Risk
12110,Timothy Ramirez,300,7,12396,1,2,4,3,9,243,At Risk,181-365 Days,6-10 Purchases,Medium,Churned
12111,Donna Powell,109,4,12638,0,4,2,3,9,423,Potential Loyalists,91-180 Days,3-5 Purchases,Medium,Low Risk
12112,Sarah Horne,511,3,7360,0,1,1,1,3,111,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
12113,Edward Wyatt,711,5,10924,0,1,3,2,6,132,Others,365+ Days,3-5 Purchases,Low,Medium Risk
12114,Rachel Burns,317,4,12735,1,2,2,3,7,223,Need Attention,181-365 Days,3-5 Purchases,Medium,Churned
12115,Toni Anthony,110,4,10951,0,4,2,2,8,422,Potential Loyalists,91-180 Days,3-5 Purchases,Low,Low Risk
12116,Nicholas Ellis,26,5,17142,0,5,3,4,12,534,Potential Loyalists,0-30 Days,3-5 Purchases,High,Low Risk
12117,Victoria Jones,228,5,11797,1,3,3,3,9,333,Need Attention,181-365 Days,3-5 Purchases,Medium,Churned
12118,Timothy Anderson,99,4,10105,0,4,2,2,8,422,Potential Loyalists,91-180 Days,3-5 Purchases,Low,Low Risk
12119,Michael Moore,323,2,4433,0,2,1,1,4,211,Hibernating,181-365 Days,2 Purchases,Very Low,High Risk
12120,Lori Flowers,35,3,7668,0,5,1,1,7,511,New Customers,31-60 Days,3-5 Purchases,Very Low,Low Risk
12121,Katie Parker,147,9,22768,0,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High,Moderate Risk
12122,Allison Smith,147,5,12985,1,3,3,3,9,333,Need Attention,91-180 Days,3-5 Purchases,Medium,Churned
12123,Erica Garcia,182,6,19357,0,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High,Moderate Risk
12124,Rachel Lang,649,2,6032,0,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,High Risk
12125,Tyler Smith,1199,2,3580,1,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,Churned
12126,Lauren Osborn,51,4,13314,0,5,2,3,10,523,Potential Loyalists,31-60 Days,3-5 Purchases,Medium,Low Risk
12127,Scott Anderson,284,4,13432,0,2,2,3,7,223,Need Attention,181-365 Days,3-5 Purchases,Medium,High Risk
12128,Susan Conner,331,6,13837,0,2,4,3,9,243,At Risk,181-365 Days,6-10 Purchases,Medium,Medium Risk
12129,Stacy Roman,209,6,23440,0,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High,Moderate Risk
12130,Emily Berry,419,6,15694,0,2,4,4,10,244,At Risk,365+ Days,6-10 Purchases,High,Medium Risk
12131,Erin Johnson,115,1,1235,0,4,1,1,6,411,New Customers,91-180 Days,1 Purchase,Very Low,Low Risk
12132,Heidi Ryan MD,561,6,14851,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High,Medium Risk
12133,April Peters,207,8,19051,0,3,5,4,12,354,Loyal Customers,181-365 Days,6-10 Purchases,High,Moderate Risk
12134,Kimberly Lee,30,4,10181,1,5,2,2,9,522,Potential Loyalists,0-30 Days,3-5 Purchases,Low,Churned
12135,Danielle Murphy,249,6,21202,1,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High,Churned
12136,Kyle Mcgrath,281,7,23253,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High,Medium Risk
12137,James Thornton,157,6,15721,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High,Churned
12138,Timothy Johnson,193,4,8030,0,3,2,2,7,322,Others,181-365 Days,3-5 Purchases,Low,Moderate Risk
12139,Mr. Nathan Miller,64,5,15599,0,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High,Low Risk
12140,Ashley Ruiz,26,9,20200,0,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Low Risk
12141,Mallory Burns,292,5,13721,0,2,3,3,8,233,At Risk,181-365 Days,3-5 Purchases,Medium,Medium Risk
12142,Chase Mitchell,501,1,4520,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
12143,Patrick Solis,246,7,21773,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High,Medium Risk
12144,Andrew Vasquez,123,6,13782,1,4,4,3,11,443,Loyal Customers,91-180 Days,6-10 Purchases,Medium,Churned
12145,Bruce Ibarra,387,5,11341,0,2,3,3,8,233,At Risk,365+ Days,3-5 Purchases,Medium,Medium Risk
12146,Ian Clark,56,6,21299,1,5,4,5,14,545,Champions,31-60 Days,6-10 Purchases,Very High,Churned
12147,Lisa Schaefer,650,5,13712,1,1,3,3,7,133,At Risk,365+ Days,3-5 Purchases,Medium,Churned
12148,Mary Compton,167,7,23967,0,3,4,5,12,345,Loyal Customers,91-180 Days,6-10 Purchases,Very High,Moderate Risk
12149,Kathryn Miranda,486,3,12197,0,1,1,3,5,113,Need Attention,365+ Days,3-5 Purchases,Medium,High Risk
12150,Lindsay Bryant,770,3,14094,0,1,1,3,5,113,Need Attention,365+ Days,3-5 Purchases,Medium,High Risk
12151,Nathan Williams,4,7,22368,1,5,4,5,14,545,Champions,0-30 Days,6-10 Purchases,Very High,Churned
12152,Benjamin Burns MD,299,2,7082,0,2,1,1,4,211,Hibernating,181-365 Days,2 Purchases,Very Low,High Risk
12153,Melissa Horn,167,3,6607,1,3,1,1,5,311,Others,91-180 Days,3-5 Purchases,Very Low,Churned
12154,Robert Shepard,276,5,14952,1,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High,Churned
12155,Brandon Huber,453,3,11270,0,1,1,2,4,112,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
12156,Ryan Pierce,55,3,7893,0,5,1,2,8,512,New Customers,31-60 Days,3-5 Purchases,Low,Low Risk
12157,Meredith Chen,8,11,29333,0,5,5,5,15,555,Champions,0-30 Days,10+ Purchases,Very High,Low Risk
12158,Amanda Williams,337,6,13668,0,2,4,3,9,243,At Risk,181-365 Days,6-10 Purchases,Medium,Medium Risk
12159,Mrs. Shannon Dickson,240,5,15986,0,3,3,4,10,334,Need Attention,181-365 Days,3-5 Purchases,High,Moderate Risk
12160,Elizabeth Sanchez,126,6,11033,0,4,4,2,10,442,Potential Loyalists,91-180 Days,6-10 Purchases,Low,Low Risk
12161,Jennifer Navarro,329,6,13336,0,2,4,3,9,243,At Risk,181-365 Days,6-10 Purchases,Medium,Medium Risk
12162,Miguel Reese,557,7,18610,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High,Medium Risk
12163,Sonia Moreno,68,9,13421,0,4,5,3,12,453,Loyal Customers,61-90 Days,6-10 Purchases,Medium,Low Risk
12164,Pamela Tyler,541,3,11875,0,1,1,3,5,113,Need Attention,365+ Days,3-5 Purchases,Medium,High Risk
12165,Thomas Collier,109,7,21086,0,4,4,5,13,445,Champions,91-180 Days,6-10 Purchases,Very High,Low Risk
12166,William Mendez,111,6,21127,0,4,4,5,13,445,Champions,91-180 Days,6-10 Purchases,Very High,Low Risk
12167,Kathryn Taylor,135,4,9935,0,4,2,2,8,422,Potential Loyalists,91-180 Days,3-5 Purchases,Low,Low Risk
12168,Scott Sanders,124,7,17669,0,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High,Low Risk
12169,Whitney Owen,37,7,17252,0,5,4,4,13,544,Champions,31-60 Days,6-10 Purchases,High,Low Risk
12170,Christina Stevenson,6,9,23644,0,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Low Risk
12171,Mark Franklin,559,4,7173,0,1,2,1,4,121,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
12172,Melissa Lyons,108,8,22650,0,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High,Low Risk
12173,Jesse Morris,3,3,6039,0,5,1,1,7,511,New Customers,0-30 Days,3-5 Purchases,Very Low,Low Risk
12174,Nicholas Craig,96,5,11562,1,4,3,3,10,433,Potential Loyalists,91-180 Days,3-5 Purchases,Medium,Churned
12175,Stephen Young,300,6,18700,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High,Medium Risk
12176,Alexander Anderson,111,6,14303,0,4,4,3,11,443,Loyal Customers,91-180 Days,6-10 Purchases,Medium,Low Risk
12177,Margaret Mcdonald,190,13,36670,0,3,5,5,13,355,Loyal Customers,181-365 Days,10+ Purchases,Very High,Moderate Risk
12178,Travis Richardson,218,3,7035,0,3,1,1,5,311,Others,181-365 Days,3-5 Purchases,Very Low,Moderate Risk
12179,Anthony Wood,422,8,23520,0,2,5,5,12,255,At Risk,365+ Days,6-10 Purchases,Very High,Medium Risk
12180,Kimberly Mejia,17,4,8794,0,5,2,2,9,522,Potential Loyalists,0-30 Days,3-5 Purchases,Low,Low Risk
12181,Angela Klein,416,5,17871,0,2,3,4,9,234,At Risk,365+ Days,3-5 Purchases,High,Medium Risk
12182,Jacob Gray,112,5,8737,0,4,3,2,9,432,Potential Loyalists,91-180 Days,3-5 Purchases,Low,Low Risk
12183,Mitchell Martin,401,3,11791,0,2,1,3,6,213,Need Attention,365+ Days,3-5 Purchases,Medium,High Risk
12184,Derek Elliott,37,8,23901,0,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High,Low Risk
12185,Jennifer Taylor,27,3,7480,0,5,1,1,7,511,New Customers,0-30 Days,3-5 Purchases,Very Low,Low Risk
12186,Karina Johnson,72,9,29854,0,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High,Low Risk
12187,Zachary Garcia,30,4,12623,1,5,2,3,10,523,Potential Loyalists,0-30 Days,3-5 Purchases,Medium,Churned
12188,Shawn Martin MD,549,1,1063,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
12189,Travis Carpenter,417,7,19987,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High,Medium Risk
12190,Jane Moore,100,6,13326,0,4,4,3,11,443,Loyal Customers,91-180 Days,6-10 Purchases,Medium,Low Risk
12191,Jessica Bailey,318,6,16187,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High,Medium Risk
12192,Joshua Owens,634,3,4981,0,1,1,1,3,111,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
12193,David Sanchez,286,5,15833,1,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High,Churned
12195,Amanda Lewis,303,4,9434,0,2,2,2,6,222,Hibernating,181-365 Days,3-5 Purchases,Low,High Risk
12196,David Williams,584,3,8390,0,1,1,2,4,112,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
12197,Phillip Black,36,9,29215,0,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High,Low Risk
12198,Alvin Sanders,310,6,13255,0,2,4,3,9,243,At Risk,181-365 Days,6-10 Purchases,Medium,Medium Risk
12199,Brittany Marshall,548,2,6766,0,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,High Risk
12200,Thomas Johnson,1140,2,9477,1,1,1,2,4,112,Hibernating,365+ Days,2 Purchases,Low,Churned
12201,Rebecca Graham,71,4,6457,1,4,2,1,7,421,New Customers,61-90 Days,3-5 Purchases,Very Low,Churned
12202,Mrs. Carrie Mcclain MD,13,11,19727,0,5,5,5,15,555,Champions,0-30 Days,10+ Purchases,Very High,Low Risk
12203,Kimberly Miller,35,3,8460,0,5,1,2,8,512,New Customers,31-60 Days,3-5 Purchases,Low,Low Risk
12204,Billy Bush,73,5,17768,1,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High,Churned
12205,Thomas Garcia,69,6,11832,0,4,4,3,11,443,Loyal Customers,61-90 Days,6-10 Purchases,Medium,Low Risk
12206,Jacqueline Garcia,5,4,11334,0,5,2,3,10,523,Potential Loyalists,0-30 Days,3-5 Purchases,Medium,Low Risk
12207,Christopher Clark,496,9,29404,0,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High,Medium Risk
12208,Robert Torres,23,7,24593,0,5,4,5,14,545,Champions,0-30 Days,6-10 Purchases,Very High,Low Risk
12209,Laura Kim,787,4,12414,0,1,2,3,6,123,Need Attention,365+ Days,3-5 Purchases,Medium,High Risk
12210,Jill Holmes,170,4,11861,0,3,2,3,8,323,Need Attention,91-180 Days,3-5 Purchases,Medium,Moderate Risk
12211,Julie Ortiz,87,5,14393,0,4,3,3,10,433,Potential Loyalists,61-90 Days,3-5 Purchases,Medium,Low Risk
12212,Hannah Cowan,8,5,16144,0,5,3,4,12,534,Potential Loyalists,0-30 Days,3-5 Purchases,High,Low Risk
12213,Dustin Wyatt,474,2,5961,0,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,High Risk
12214,Melanie Payne,90,7,23175,1,4,4,5,13,445,Champions,61-90 Days,6-10 Purchases,Very High,Churned
12215,Alexandra Holland,296,6,13870,0,2,4,3,9,243,At Risk,181-365 Days,6-10 Purchases,Medium,Medium Risk
12216,Richard Lawrence,570,1,2275,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
12217,Joseph Meyer,207,4,11121,0,3,2,2,7,322,Others,181-365 Days,3-5 Purchases,Low,Moderate Risk
12218,Jeffrey Patterson,43,8,17672,0,5,5,4,14,554,Champions,31-60 Days,6-10 Purchases,High,Low Risk
12219,Austin Parsons,81,4,11185,0,4,2,2,8,422,Potential Loyalists,61-90 Days,3-5 Purchases,Low,Low Risk
12220,Lindsey Dunn,357,2,4885,1,2,1,1,4,211,Hibernating,181-365 Days,2 Purchases,Very Low,Churned
12221,Maria Ramos,626,3,11326,0,1,1,2,4,112,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
12222,Jeffrey Benson,118,5,16235,0,4,3,4,11,434,Potential Loyalists,91-180 Days,3-5 Purchases,High,Low Risk
12223,Ruth Aguilar,1268,1,5125,1,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,Churned
12224,Christopher Marshall,165,3,7168,0,3,1,1,5,311,Others,91-180 Days,3-5 Purchases,Very Low,Moderate Risk
12225,Justin Wells,851,3,9270,0,1,1,2,4,112,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
12226,Ryan Morris,709,6,13689,0,1,4,3,8,143,At Risk,365+ Days,6-10 Purchases,Medium,Medium Risk
12227,Zachary Williams DDS,627,3,5074,0,1,1,1,3,111,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
12228,Sherri Ross,150,5,14205,0,3,3,3,9,333,Need Attention,91-180 Days,3-5 Purchases,Medium,Moderate Risk
12229,David Young,1085,3,7828,0,1,1,2,4,112,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
12230,Karen Wiggins,23,7,24214,0,5,4,5,14,545,Champions,0-30 Days,6-10 Purchases,Very High,Low Risk
12231,Antonio Hughes,13,8,21144,0,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Low Risk
12232,Michael Nielsen,253,7,20732,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High,Medium Risk
12233,Barbara Perez,459,6,11778,0,1,4,3,8,143,At Risk,365+ Days,6-10 Purchases,Medium,Medium Risk
12234,Diane Butler,330,6,19465,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High,Medium Risk
12235,April Brown,119,5,12628,1,4,3,3,10,433,Potential Loyalists,91-180 Days,3-5 Purchases,Medium,Churned
12236,Suzanne Rodriguez,56,6,21692,0,5,4,5,14,545,Champions,31-60 Days,6-10 Purchases,Very High,Low Risk
12237,Kari Taylor,444,3,14092,0,1,1,3,5,113,Need Attention,365+ Days,3-5 Purchases,Medium,High Risk
12238,Tyler Adams,294,7,16912,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High,Medium Risk
12239,Sharon Moore,27,3,6510,0,5,1,1,7,511,New Customers,0-30 Days,3-5 Purchases,Very Low,Low Risk
12240,Steven Price,113,5,12745,0,4,3,3,10,433,Potential Loyalists,91-180 Days,3-5 Purchases,Medium,Low Risk
12241,William Cervantes,845,5,12660,0,1,3,3,7,133,At Risk,365+ Days,3-5 Purchases,Medium,Medium Risk
12242,Kimberly Payne,141,6,12442,1,3,4,3,10,343,Loyal Customers,91-180 Days,6-10 Purchases,Medium,Churned
